"Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol"
"ENSMUSG00000047632",116.741696297913,1.04095048731323,0.173130998196088,6.01250208315819,1.82681484264243e-09,2.42765424438753e-05,"Fgfbp3"
"ENSMUSG00000026360",547.946940731294,-0.807170985562442,0.140800755113374,-5.73271773231969,9.88340371620132e-09,6.56702759922997e-05,"Rgs2"
"ENSMUSG00000103037",238.40408563898,0.563903330661777,0.101792997308167,5.53970651787199,3.02978962715606e-08,0.000134209581184256,"Pcdhgb1"
"ENSMUSG00000005892",385.095207633479,-4.50261575302275,0.88715487189334,-5.07534354561273,3.86796509134068e-07,0.00128503470247066,"Trh"
"ENSMUSG00000040037",3426.76000658256,-0.621995520669548,0.125588055861643,-4.95266461768294,7.32040818482687e-07,0.00194561808736329,"Negr1"
"ENSMUSG00000020374",173.809150277302,-1.5304680097675,0.315583155368577,-4.84965050805716,1.23679194925257e-06,0.00242897577706099,"Rasgef1c"
"ENSMUSG00000045515",4040.61752910514,0.786185783205336,0.16233723594085,4.84291714497217,1.27946650909978e-06,0.00242897577706099,"Pou3f3"
"ENSMUSG00000055148",381.722902595947,1.04476170772788,0.218179980653003,4.7885314894655,1.68006203794427e-06,0.00279079305278017,"Klf2"
"ENSMUSG00000036815",1285.61197744281,-0.862557958110676,0.183781591224045,-4.6933860587764,2.68719687613277e-06,0.00396779547632537,"Dpp10"
"ENSMUSG00000005034",10251.8394611484,-0.543992187768362,0.117134684035361,-4.64415977426585,3.41463240971677e-06,0.00412518637206601,"Prkacb"
"ENSMUSG00000056158",1599.8449251009,-0.749986835503046,0.161252871139296,-4.65099833698576,3.30331992904737e-06,0.00412518637206601,"Car10"
"ENSMUSG00000121877",201.598377740283,-0.904081942543382,0.198687770519068,-4.55026466994665,5.35784794909899e-06,0.00593337011629804,"Sertad4b"
"ENSMUSG00000049396",56.7428723131806,-1.52770140992029,0.340987735447772,-4.48022392334483,7.45647702387907e-06,0.00707779451216635,"Gemin4"
"ENSMUSG00000071359",681.346046660849,-0.373440433386419,0.0832605163006329,-4.48520439193554,7.28440729208845e-06,0.00707779451216635,"Tbpl1"
"ENSMUSG00000031343",1295.66554023865,-0.798790550784636,0.183599435649023,-4.35072443420599,1.3568849078535e-05,0.0120210956936435,"Gabra3"
"ENSMUSG00000024197",487.352427653693,0.789654567394175,0.184801375046371,4.2729907566761,1.92868455036975e-05,0.0139575411292995,"Plin3"
"ENSMUSG00000040652",4716.78761304013,-0.300944119283837,0.0707451502293796,-4.2539187252847,2.10061571665279e-05,0.0139575411292995,"Oaz2"
"ENSMUSG00000042686",789.907033880048,0.74796278728323,0.175487409708945,4.26220199228974,2.02422344506707e-05,0.0139575411292995,"Jph1"
"ENSMUSG00000048707",763.320526125469,0.858597565933791,0.200424009222597,4.28390575193119,1.83640728150822e-05,0.0139575411292995,"Tprn"
"ENSMUSG00000057134",1674.17017330194,0.611863176409262,0.142318262791955,4.29925973241888,1.71369545506347e-05,0.0139575411292995,"Ado"
"ENSMUSG00000029878",662.800711233352,-0.838151607422346,0.199104236651757,-4.20961211834137,2.55809476057541e-05,0.0141643838638694,"Dbpht2"
"ENSMUSG00000039735",573.527847745416,-0.708665772770588,0.167777063799398,-4.22385370635584,2.40159975261628e-05,0.0141643838638694,"Fnbp1l"
"ENSMUSG00000042750",5201.0622611919,-0.422938971487939,0.100295891960917,-4.21691221064916,2.47670338892871e-05,0.0141643838638694,"Bex2"
"ENSMUSG00000053819",2337.35210514977,-0.961989037449095,0.227237406885132,-4.23340967772695,2.30174650519522e-05,0.0141643838638694,"Camk2d"
"ENSMUSG00000039481",151.744044095525,1.3314536464284,0.319232715944957,4.17079321737805,3.03541208048966e-05,0.0156553719701751,"Nrtn"
"ENSMUSG00000045087",593.644050146675,1.12124718782748,0.268965970880651,4.16873251347105,3.06298194916512e-05,0.0156553719701751,"S1pr5"
"ENSMUSG00000030554",1341.07920795734,0.405709128403149,0.0976979377274898,4.1526887653944,3.2859150609541e-05,0.0161727871277848,"Synm"
"ENSMUSG00000026463",5863.99614200939,-1.12088122853798,0.2711638753054,-4.13359348576791,3.57134930090217e-05,0.0163654002964445,"Atp2b4"
"ENSMUSG00000031422",4329.53644692275,-0.452727605509722,0.109313418165709,-4.1415556580934,3.44958138670145e-05,0.0163654002964445,"Morf4l2"
"ENSMUSG00000028222",1668.56020385316,-0.735505979502585,0.178799074383971,-4.11358941334945,3.89554054038072e-05,0.0172559460803731,"Calb1"
"ENSMUSG00000024425",11997.5526124521,-0.337681943046225,0.0829917650216233,-4.0688608437023,4.7243551339802e-05,0.0190248349622615,"Ndfip1"
"ENSMUSG00000057236",1986.34773426142,-0.263474743037126,0.0647085572986244,-4.0717140674488,4.66684455567414e-05,0.0190248349622615,"Rbbp4"
"ENSMUSG00000090125",2441.01305852383,1.02762156741289,0.251896272665865,4.07954256939722,4.5124406320175e-05,0.0190248349622615,"Pou3f1"
"ENSMUSG00000002997",681.455249986074,-0.60848731265424,0.149868192266595,-4.06014981198829,4.90412394428749e-05,0.0191679126751872,"Prkar2b"
"ENSMUSG00000063412",48.1694246731426,-8.96338556710238,2.21339089532048,-4.04961707670012,5.13015076573897e-05,0.01947844957883,"Erhrt-ps"
"ENSMUSG00000020087",713.336650324496,0.467439613884712,0.116143948751764,4.02465749536188,5.70582976685194e-05,0.0204931815599177,"Tysnd1"
"ENSMUSG00000022678",480.5081992405,0.604706525483018,0.150163276889613,4.026993403504,5.64946168709334e-05,0.0204931815599177,"Nde1"
"ENSMUSG00000036432",352.867982046934,0.562593627719961,0.140660991554688,3.99964212893544,6.3438340187106e-05,0.0221850553354329,"Siah2"
"ENSMUSG00000019768",60.0678111539964,-1.6635887760578,0.41990727177141,-3.96180034949104,7.43867311373563e-05,0.0246665058297983,"Esr1"
"ENSMUSG00000037621",46.0516555093509,0.944994179642525,0.238854843885576,3.95635342482411,7.61025463933879e-05,0.0246665058297983,"Atoh8"
"ENSMUSG00000043456",625.157726143865,0.555897328008587,0.14020984294831,3.96475251893354,7.34721329736168e-05,0.0246665058297983,"Zfp536"
"ENSMUSG00000008892",1846.52883162333,-0.346729161752724,0.0882980355691116,-3.92680493419739,8.6081738278474e-05,0.0266032609298289,"Vdac3"
"ENSMUSG00000019923",21070.286139789,-0.420428337612745,0.107057390697423,-3.92713043792561,8.59653653073232e-05,0.0266032609298289,"Zwint"
"ENSMUSG00000021577",12780.4151596651,-0.195008461256212,0.0499303144991992,-3.90561251640704,9.39870133591476e-05,0.028386214102948,"Sdha"
"ENSMUSG00000023143",234.83076756088,0.43930886070782,0.112809972996058,3.89423779689384,9.85079795063031e-05,0.029000103376296,"Nagpa"
"ENSMUSG00000044340",4999.41836037813,0.808390008318895,0.207830424947817,3.88966152824771,0.000100384133893417,0.029000103376296,"Phlpp1"
"ENSMUSG00000020331",7199.61737746801,0.720326484171376,0.185506189403394,3.88303207827198,0.000103161952252042,0.0291684932654764,"Hcn2"
"ENSMUSG00000026181",1654.98420860023,-0.221256027949616,0.0571409050037754,-3.87211276991495,0.000107896008213602,0.0298714594406365,"Ppm1f"
"ENSMUSG00000028863",1805.14024575424,-0.341171875406554,0.0883221915093888,-3.86281034897426,0.000112090027268594,0.030399272905558,"Meaf6"
"ENSMUSG00000025986",3106.32952545124,-0.949574581710959,0.246228251459655,-3.85648103368248,0.000115031018719659,0.0305729441553109,"Slc39a10"
"ENSMUSG00000020571",2987.55241911187,-0.474306346731888,0.123176573123311,-3.85062138607365,0.000117818517623758,0.0306998094255318,"Pdia6"
"ENSMUSG00000028776",191.282760154629,0.785170690520863,0.204248916303439,3.84418534370281,0.000120953567975047,0.0309106147080846,"Tinagl1"
"ENSMUSG00000056820",3576.75433409299,-0.368421786298436,0.096133981020276,-3.83237833686229,0.000126910366059417,0.0318209783879923,"Tsnax"
"ENSMUSG00000018830",173.142165562172,1.45013957307041,0.379223535284421,3.82397039778345,0.000131319688525584,0.0323168026077127,"Myh11"
"ENSMUSG00000033039",1867.33274005744,0.576240863303396,0.151162841224624,3.81205366765444,0.000137816942525417,0.0328804671544225,"Micall1"
"ENSMUSG00000116652",75.6992516222087,0.757514634978114,0.198784803777775,3.81072708065227,0.000138558669625078,0.0328804671544225,"Fam246a"
"ENSMUSG00000030062",3010.6555305151,-0.34511332094146,0.0909126180418995,-3.79609924754785,0.000146990671558808,0.0331077802431356,"Rpn1"
"ENSMUSG00000050138",631.302644046708,0.606579652837473,0.159766251555763,3.79666949015049,0.000146653106297321,0.0331077802431356,"Kcnk12"
"ENSMUSG00000087403",331.613105998469,-0.456000050616534,0.119915055332601,-3.80269224203546,0.000143132119916153,0.0331077802431356,"Kantr"
"ENSMUSG00000024247",229.525162430016,0.611427975264538,0.161688805849223,3.7815108600326,0.000155879420538368,0.0342112437173066,"Pkdcc"
"ENSMUSG00000093930",4532.35739102835,-0.60033472911509,0.158832727437801,-3.77966643776348,0.000157038593329498,0.0342112437173066,"Hmgcs1"
"ENSMUSG00000067199",676.799575507287,0.651630597888463,0.172984628335403,3.76698556489657,0.000165230550578213,0.0354153030102238,"Frat1"
"ENSMUSG00000049106",2057.82699015809,-0.223382908577559,0.0594041632362168,-3.76039146767023,0.000169647666796991,0.0357848864137336,"Dcaf5"
"ENSMUSG00000024055",96.9101228951941,0.586323720694032,0.156578524358108,3.74459858462494,0.000180682421412777,0.0375170109086624,"Cyp4f13"
"ENSMUSG00000002910",239.604373674764,1.10303071584356,0.295279301606165,3.73555040886257,0.000187305052756423,0.0380774890502293,"Arrdc2"
"ENSMUSG00000025880",853.826385143159,0.551451899936963,0.147828391593211,3.730351754448,0.000191212625614092,0.0380774890502293,"Smad7"
"ENSMUSG00000114742",150.883804437112,1.30147521285024,0.348982196189491,3.7293455857088,0.000191977708357691,0.0380774890502293,"Gm47936"
"ENSMUSG00000053475",120.287163037813,0.863722729664601,0.231914973029165,3.72430774254485,0.000195851900304417,0.0382746456344912,"Tnfaip6"
"ENSMUSG00000060257",835.429644224332,0.898539241159425,0.241627081027124,3.71870254501216,0.00020024869051944,0.03856673693207,"Scrt2"
"ENSMUSG00000022661",1471.78544510459,-0.525975806095902,0.141730262359756,-3.71110444120121,0.000206356935247098,0.0391753901785526,"Cd200"
"ENSMUSG00000020612",20438.8117193233,-0.329096293737437,0.088889771161904,-3.70229655713727,0.000213656670257371,0.0394344929312528,"Prkar1a"
"ENSMUSG00000097820",168.051320539928,0.720345632098101,0.194429741204135,3.70491483266338,0.000211461771564198,0.0394344929312528,"E530011L22Rik"
"ENSMUSG00000063626",606.457893067158,-0.697984925130472,0.188983731217504,-3.69335984972776,0.00022131050359642,0.0397431794904437,"Unc5d"
"ENSMUSG00000121607",8668.11995863575,0.895950243169408,0.242560768675812,3.69371456093489,0.000221001868578681,0.0397431794904437,"Nlgn4l"
"ENSMUSG00000062785",5613.49743920259,0.786237900568089,0.213750230291588,3.67830200461323,0.000234791852063398,0.0410667910847593,"Kcnc3"
"ENSMUSG00000063260",112.768891695515,-0.785954132927885,0.213677487177702,-3.6782262058064,0.000234861624083205,0.0410667910847593,"Syt10"
"ENSMUSG00000038415",199.9954882337,0.642673779746685,0.174982537081698,3.67278809911542,0.000239918424183675,0.0413568542154042,"Foxq1"
"ENSMUSG00000044857",1216.42458055962,0.552621931367271,0.150586579916763,3.66979535409286,0.000242744723365304,0.0413568542154042,"Lemd2"
"ENSMUSG00000038085",175.379530217877,0.58689589954484,0.160190453565927,3.6637382970097,0.000248560751202483,0.041811693958605,"Cnbd2"
"ENSMUSG00000022351",1474.60924058418,-0.467598614029338,0.128096316189083,-3.65036737933288,0.000261865491644763,0.0434991314808406,"Sqle"
"ENSMUSG00000028042",538.994631172052,0.566189869410956,0.155357240958894,3.64443823742186,0.000267976475747301,0.0438154034452411,"Zbtb7b"
"ENSMUSG00000074170",81.5919318180713,1.12075166808955,0.30771651081818,3.64215642868694,0.000270363690459009,0.0438154034452411,"Plekhf1"
"ENSMUSG00000020173",945.622403752131,-0.872155550650412,0.239772380604637,-3.63743125230306,0.000275370658799461,0.0440891648769402,"Cobl"
"ENSMUSG00000036459",123.350332133868,0.778491703859617,0.215213976843736,3.61729156849729,0.000297701889298862,0.0470971477011021,"Wtip"
"ENSMUSG00000060450",6325.25670891694,-0.425137690390357,0.117791160380367,-3.60924953126804,0.000307084113136785,0.0480098915232323,"Rnf14"
"ENSMUSG00000015981",2994.24202934379,-0.510755327132526,0.141869063328812,-3.6001881957079,0.000317986943684607,0.0486088723951976,"Stk32c"
"ENSMUSG00000023832",823.943095069403,-0.378246833621561,0.105543289274608,-3.58380751842421,0.000338621664155944,0.0486088723951976,"Acat2"
"ENSMUSG00000025613",3223.7409950115,-0.376611526161397,0.104916897310769,-3.58961745738492,0.000331163588374197,0.0486088723951976,"Cct8"
"ENSMUSG00000026315",48.183932122121,-1.61378593048264,0.4499975630847,-3.58621037727462,0.000335518316506633,0.0486088723951976,"Serpinb8"
"ENSMUSG00000029128",801.73628834001,-0.308777911894493,0.0861879721371276,-3.58261024407464,0.000340177976729127,0.0486088723951976,"Rab28"
"ENSMUSG00000034926",3480.48607668649,-0.433078608851615,0.120830642585313,-3.58417864529552,0.00033814059801672,0.0486088723951976,"Dhcr24"
"ENSMUSG00000044320",60.3485837120612,1.00230975695382,0.27972260743605,3.58322756298117,0.000339374702680766,0.0486088723951976,"1700001O22Rik"
"ENSMUSG00000058624",3487.11360306437,-0.839168487874713,0.233675035047513,-3.59117732753986,0.00032918755597061,0.0486088723951976,"Gda"
"ENSMUSG00000052155",622.809323351627,-0.720975884574342,0.201483969275698,-3.5783287730837,0.000345798296962066,0.0488863145566904,"Acvr2a"
"ENSMUSG00000026914",901.461058551786,-0.363535825309035,0.101731245477554,-3.57349232875799,0.000352251567662571,0.0490068861668558,"Psmd14"
"ENSMUSG00000029672",1326.09465089796,-0.400639601312228,0.112155601863289,-3.57217646427134,0.000354026719242844,0.0490068861668558,"Fam3c"
"ENSMUSG00000096188",3679.15547026331,-0.499168103174742,0.139942861224451,-3.56694224204932,0.000361171046153946,0.0494804333230906,"Cmtm4"
"ENSMUSG00000001334",2147.48624666528,0.531117422867459,0.152807484086256,3.47572912441681,0.000509466585833423,0.0498434430107227,"Fndc5"
"ENSMUSG00000005338",12936.9202654558,-0.390830350123387,0.110953118750031,-3.52248187816963,0.000427526269225823,0.0498434430107227,"Cadm3"
"ENSMUSG00000016194",349.806555213092,0.515295670042994,0.146855482821232,3.50886231922485,0.000450027803296389,0.0498434430107227,"Hsd11b1"
"ENSMUSG00000020149",3515.07783031502,-0.436947945705766,0.123133728379122,-3.54856424358748,0.000387337497833174,0.0498434430107227,"Rab1a"
"ENSMUSG00000020183",189.139880992723,0.813291463888001,0.231462317408184,3.51371001982047,0.000441894930440969,0.0498434430107227,"Cpm"
"ENSMUSG00000020267",3285.75914624607,-0.309352920383472,0.0888104655390257,-3.48329353422356,0.000495284988103252,0.0498434430107227,"Hint1"
"ENSMUSG00000021113",670.192545729766,-0.398982470713163,0.115035488785764,-3.46834246478674,0.000523679463055273,0.0498434430107227,"Snapc1"
"ENSMUSG00000021711",633.391576243228,-0.284728467351965,0.0817842011286886,-3.48146051954388,0.000498687291196865,0.0498434430107227,"Trappc13"
"ENSMUSG00000024261",3446.55955094031,-0.582542814431324,0.163728690612191,-3.55797638308327,0.000373722905673536,0.0498434430107227,"Syt4"
"ENSMUSG00000025173",826.042205971588,-0.406076877972968,0.114983092447279,-3.53162251362442,0.000413018489133578,0.0498434430107227,"Wdr45b"
"ENSMUSG00000030272",1024.72409806162,-0.526989392425759,0.151916733253254,-3.46893578567963,0.000522524330035507,0.0498434430107227,"Camk1"
"ENSMUSG00000031626",1592.08994999097,-0.5307876790813,0.149898520970804,-3.54098009535854,0.000398643650792255,0.0498434430107227,"Sorbs2"
"ENSMUSG00000032216",9936.01547105393,-0.295189654518657,0.0845393820453723,-3.4917413325807,0.000479882731167612,0.0498434430107227,"Nedd4"
"ENSMUSG00000035131",285.672542185556,-0.614881794994395,0.173900210429832,-3.5358312303049,0.0004064942954223,0.0498434430107227,"Brinp3"
"ENSMUSG00000035305",42.3727149122323,0.706262094810026,0.202610590602852,3.48581035526621,0.000490648707950697,0.0498434430107227,"Ror1"
"ENSMUSG00000035342",2345.00012781598,0.479401163431412,0.137841924768293,3.47790531971508,0.000505348389878195,0.0498434430107227,"Lzts2"
"ENSMUSG00000036309",5675.84973318001,-0.316830901869341,0.090802364010441,-3.48923626958555,0.000484402788587392,0.0498434430107227,"Skp1"
"ENSMUSG00000036814",280.061835458603,1.1023597717474,0.31079011500448,3.54695892348927,0.000389705347473431,0.0498434430107227,"Slc6a20a"
"ENSMUSG00000038777",704.075603230999,0.829087636551642,0.236907793631153,3.49962162005724,0.000465919006805933,0.0498434430107227,"Sema6c"
"ENSMUSG00000038871",1101.4331842085,0.235794414082917,0.0663599492755835,3.55326392887517,0.000380482522377623,0.0498434430107227,"Bpgm"
"ENSMUSG00000039004",581.956994573816,1.09708986535694,0.315766655884887,3.47436895223313,0.000512056418246227,0.0498434430107227,"Bmp6"
"ENSMUSG00000040118",2568.4278519621,-0.561052479289337,0.161648100988735,-3.47082629401527,0.000518859528771069,0.0498434430107227,"Cacna2d1"
"ENSMUSG00000040612",3605.9050137662,-0.378499345952127,0.10797011163112,-3.5055937262089,0.000455590062610377,0.0498434430107227,"Ildr2"
"ENSMUSG00000040785",20582.6803217575,-0.372720009479053,0.105761968760159,-3.52414023536462,0.000424859327743336,0.0498434430107227,"Ttc3"
"ENSMUSG00000041841",2810.99937437132,-0.430911084026546,0.123912005730476,-3.47755717039905,0.000506005129832737,0.0498434430107227,"Rpl37"
"ENSMUSG00000041923",1446.60755934882,-0.541986587745158,0.153268584138403,-3.5361883897599,0.000405945094895076,0.0498434430107227,"Nol4"
"ENSMUSG00000043644",41.7553037208526,0.777199558773347,0.220789739409946,3.52008911668807,0.000431401824693718,0.0498434430107227,"0610009L18Rik"
"ENSMUSG00000044813",252.781574268451,0.598906206513399,0.171679319955311,3.48851688525617,0.000485708143216301,0.0498434430107227,"Shb"
"ENSMUSG00000044950",276.857093643695,0.414043950060961,0.118806024825567,3.48504169438265,0.000492060361183556,0.0498434430107227,"Pwwp2a"
"ENSMUSG00000046658",1162.86169654322,0.386379735587919,0.110308317646979,3.50272530512571,0.000460524124545028,0.0498434430107227,"Zfp316"
"ENSMUSG00000049807",5775.90050927677,0.478837581252756,0.136117801645298,3.51781747475275,0.000435111532498415,0.0498434430107227,"Arhgap23"
"ENSMUSG00000050295",280.368329234856,1.06606359373905,0.305659113382076,3.48775334045565,0.000487097217353169,0.0498434430107227,"Foxc1"
"ENSMUSG00000050854",199.999619997937,1.14422207515828,0.329973944659166,3.46761340911373,0.000525102116148783,0.0498434430107227,"Tmem125"
"ENSMUSG00000057561",597.744573094253,-0.554822442810014,0.159734811448714,-3.47339717484283,0.000513914238825593,0.0498434430107227,"Eif1a"
